caseid,commonweight,birthyr,gender4,educ,race,hispanic,votereg,pid3,pid7,inputstate,CC24_300b_4,CC24_300b_5,CC24_300b_6,CC24_309e,CC24_311a,CC24_311b,CC24_310a,CC24_310b,CC24_310c,CC24_321a,CC24_311c,CC24_311d,CC24_312a,CC24_312b,CC24_312c,CC24_312d,CC24_312e,CC24_312f,CC24_321b,CC24_321c,CC24_321d,CC24_330a,CC24_330b,CC24_330c,CC24_330d,CC24_340a,CC24_340b,CC24_340c,CC24_340d,CC24_340e,CC24_340f,CC24_341a,CC24_341b,CC24_341c,CC24_341d,CC24_416a,CC24_416b,CC24_416c,CC24_440a,CC24_440b,CC24_440c,CC24_440d,CC24_441a,CC24_441b
1890583694,1.407634883298111,1965,Woman,Post-grad,White,No,Yes,Republican,Strong Republican,Pennsylvania,,,,Good,Not sure,Republican,Not sure,Not sure,Not sure,Support,Democrat,Not sure,Strongly disapprove,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Not sure,Oppose,Support,Support,Conservative,Not sure,Liberal,Very Liberal,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Not sure,White,,Somewhat agree,Neither agree nor disagree,,Somewhat disagree,Somewhat agree,Somewhat agree
1890565672,0.19264179656068,1971,Woman,High school graduate,Black,No,Yes,Democrat,Strong Democrat,Alabama,,,,Fair,Republican,Republican,Democrats,Democrats,Republicans,Oppose,Republican,Republican,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Strongly disapprove,Oppose,Oppose,Oppose,Liberal,Not sure,Very Liberal,Very Conservative,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,,,,,,,,,
1890578846,0.2521258225655684,1977,Woman,High school graduate,White,No,Yes,Democrat,Strong Democrat,Virginia,,,,Fair,Republican,Democrat,Not sure,Not sure,Not sure,Support,Democrat,Democrat,Somewhat approve,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Not sure,Somewhat approve,Oppose,Support,Oppose,Liberal,Not sure,Very Liberal,Liberal,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,White,Not sure,,Strongly agree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree
1889749808,0.7786562994538457,1982,Man,Post-grad,White,No,Yes,Democrat,Strong Democrat,Alabama,,,,Very good,Republican,Republican,Republicans,Democrats,Republicans,Support,Democrat,Never Heard of Person,Strongly approve,Somewhat approve,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Not sure,Support,Support,Support,Liberal,Very Conservative,Somewhat Liberal,Somewhat Liberal,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Black,White,Not sure,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree
1890606654,1.000647403703705,1952,Woman,High school graduate,White,No,Yes,Republican,Strong Republican,Pennsylvania,,,,Very good,Democrat,Democrat,Not sure,Not sure,Not sure,Support,Democrat,Not sure,Strongly disapprove,Not sure,Not sure,Somewhat approve,Not sure,Not sure,Oppose,Support,Support,Middle of the Road,Not sure,Not sure,Not sure,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,White,White,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree
1890443200,0.7077366397683099,1998,Woman,High school graduate,Black,No,Yes,Democrat,Strong Democrat,Alabama,selected,selected,selected,Excellent,Republican,Republican,Democrats,Democrats,Democrats,Support,Democrat,Republican,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Somewhat approve,Support,Support,Support,Middle of the Road,Somewhat Conservative,Middle of the Road,Middle of the Road,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Support,,,,,,,,,
1890209698,0.2542548638937395,1964,Man,High school graduate,White,No,Yes,Republican,Not very strong Republican,Pennsylvania,selected,selected,not selected,Very good,Democrat,Democrat,Republicans,Democrats,Republicans,Support,Democrat,Democrat,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove,Somewhat approve,Oppose,Support,Support,Middle of the Road,Not sure,Not sure,Not sure,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,White,White,,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree
1890620062,1.029792279463677,1966,Woman,Some college,White,No,Yes,Republican,Strong Republican,Pennsylvania,not selected,selected,not selected,Poor,Democrat,Republican,Democrats,Republicans,Democrats,Oppose,Democrat,Republican,Strongly disapprove,Somewhat disapprove,Strongly approve,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Support,Support,Support,Very Conservative,Liberal,Very Liberal,Very Liberal,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Not sure,White,,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree
1889834198,0.9261163692549624,1964,Man,High school graduate,White,No,Yes,Republican,Not very strong Republican,Virginia,,,,Good,Republican,Democrat,Democrats,Republicans,Not sure,Support,Democrat,Republican,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Support,Support,Support,Middle of the Road,Not sure,Not sure,Not sure,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Not sure,White,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree
1890637498,1.590823460385745,1973,Woman,Post-grad,White,No,Yes,Independent,Lean Republican,Alabama,,,,Very good,Republican,Republican,Republicans,Democrats,Republicans,Oppose,Republican,Republican,Strongly disapprove,Somewhat disapprove,Strongly approve,Somewhat approve,Somewhat disapprove,Somewhat approve,Support,Support,Support,Conservative,Conservative,Liberal,Very Liberal,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,,White,,Somewhat agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree
1890620510,0.07465682054921592,1954,Woman,High school graduate,White,No,Yes,Republican,Not very strong Republican,Pennsylvania,,,,Very good,Republican,Democrat,Not sure,Not sure,Not sure,Support,Not sure,Not sure,Strongly disapprove,Somewhat approve,Somewhat disapprove,Somewhat approve,Somewhat approve,Not sure,Oppose,Support,Support,Middle of the Road,Not sure,Very Conservative,Very Conservative,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,,,,,,,,,
1890639026,0.8602734079733867,1989,Woman,Post-grad,White,No,Yes,Republican,Not very strong Republican,Virginia,,,,Very good,Republican,Democrat,Republicans,Democrats,Not sure,Oppose,Democrat,Republican,Strongly disapprove,Somewhat disapprove,Strongly approve,Somewhat approve,Somewhat disapprove,Not sure,Support,Support,Support,Very Conservative,Conservative,Liberal,Very Liberal,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Not sure,Not sure,,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree
1889589920,1.057350971977444,1948,Woman,2-year,Black,No,Yes,Democrat,Strong Democrat,Virginia,selected,selected,selected,Very good,Republican,Democrat,Republicans,Democrats,Republicans,Support,Democrat,Republican,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Oppose,Support,Oppose,Somewhat Conservative,Very Conservative,Somewhat Liberal,Middle of the Road,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Support,White,White,,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree
1890583758,1.068767756723359,1965,Woman,Some college,White,No,Yes,Republican,Strong Republican,Pennsylvania,not selected,selected,not selected,Good,Democrat,Democrat,Republicans,Democrats,Democrats,Oppose,Democrat,Democrat,Strongly disapprove,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Support,Support,Support,Conservative,Liberal,Liberal,Very Liberal,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,White,Black,,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree
1890683142,1.297841599951948,1989,Woman,High school graduate,White,No,Yes,Republican,Strong Republican,Virginia,selected,selected,not selected,Good,Republican,Other Party / Independent,Democrats,Democrats,Republicans,Oppose,Democrat,Other Party / Independent,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat approve,Strongly disapprove,Support,Support,Support,Conservative,Middle of the Road,Very Liberal,Very Liberal,Support,Support,Support,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,Not sure,Hispanic,,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree
1891041278,0.0894290872164677,2000,Man,Post-grad,Two or more races,No,Yes,Democrat,Strong Democrat,Pennsylvania,not selected,selected,not selected,Good,Republican,Democrat,Democrats,Republicans,Not sure,Oppose,Republican,Democrat,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Oppose,Support,Support,Liberal,Very Liberal,Somewhat Liberal,Liberal,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Support,,,,,,,,,
1888378916,1.492555944654296,1962,Man,High school graduate,White,No,Yes,Republican,Strong Republican,Alabama,not selected,selected,not selected,Fair,Republican,Republican,Republicans,Democrats,Republicans,Oppose,Republican,Republican,Strongly disapprove,Somewhat disapprove,Strongly approve,Strongly approve,Somewhat approve,Strongly approve,Support,Oppose,Oppose,Conservative,Conservative,Very Liberal,Very Liberal,Support,Support,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,,White,,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree
1886681906,1.648674787352751,1995,Man,4-year,Two or more races,Yes,Yes,Independent,Lean Democrat,Virginia,,,,Good,Republican,Democrat,Not sure,Not sure,Not sure,Support,Democrat,Democrat,Not sure,Not sure,Not sure,Not sure,Not sure,Somewhat approve,Oppose,Support,Oppose,Somewhat Liberal,Somewhat Conservative,Somewhat Liberal,Somewhat Liberal,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,White,White,White,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
1887819054,0.4091717736492747,1983,Woman,High school graduate,White,No,No,Republican,Not very strong Republican,Virginia,,,,Good,Not sure,Not sure,Democrats,Democrats,Not sure,Support,Democrat,Not sure,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Not sure,Not sure,Oppose,Support,Oppose,Somewhat Conservative,Not sure,Very Liberal,Very Liberal,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Not sure,White,,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree
1890166254,0.0342020935236414,1990,Man,High school graduate,White,No,Yes,Other,Lean Republican,Pennsylvania,,,,Good,Democrat,Democrat,Republicans,Not sure,Not sure,Oppose,Democrat,Democrat,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Support,Oppose,Oppose,Somewhat Conservative,Liberal,Somewhat Liberal,Very Liberal,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,,,,,,,,,
1890697370,0.2838681942834825,1966,Woman,High school graduate,White,No,Yes,Republican,Strong Republican,Virginia,,,,Good,Republican,Democrat,Republicans,Republicans,Republicans,Oppose,Democrat,Republican,Strongly disapprove,Somewhat approve,Strongly approve,Strongly approve,Somewhat disapprove,Strongly approve,Support,Support,Support,Conservative,Very Conservative,Very Liberal,Very Liberal,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,White,White,,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree
1890716138,1.155032969825069,1957,Woman,High school graduate,White,No,Yes,Republican,Not very strong Republican,Alabama,,,,Good,Republican,Republican,Democrats,Democrats,Republicans,Support,Republican,Republican,Strongly disapprove,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Not sure,Oppose,Support,Support,Somewhat Conservative,Conservative,Very Liberal,Very Liberal,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Support,Oppose,Black,White,Not sure,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree
1890716084,1.443968212280152,1956,Woman,High school graduate,White,No,Yes,Republican,Not very strong Republican,Pennsylvania,not selected,selected,not selected,Very good,Democrat,Democrat,Republicans,Democrats,Democrats,Support,Democrat,Republican,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat disapprove,Support,Support,Oppose,Middle of the Road,Liberal,Liberal,Very Liberal,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,White,White,,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree
1888366294,0.04648625494677859,1975,Man,Post-grad,Hispanic,Yes,Yes,Democrat,Strong Democrat,Pennsylvania,,,,Very good,Democrat,Democrat,Republicans,Democrats,Republicans,Support,Democrat,Democrat,Strongly approve,Somewhat disapprove,Strongly disapprove,Strongly approve,Somewhat approve,Somewhat approve,Oppose,Support,Oppose,Very Liberal,Liberal,Liberal,Very Liberal,Support,Support,,Oppose,Support,Oppose,Oppose,Support,Support,Support,,,,,,,,,
1889366032,0.09474395976446273,1976,Man,4-year,White,No,Yes,Republican,Not very strong Republican,Virginia,,,,Fair,Republican,Democrat,Republicans,Democrats,Democrats,Oppose,Democrat,Democrat,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Support,Oppose,Support,Conservative,Somewhat Conservative,Somewhat Liberal,Liberal,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,Black,Not sure,,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree
1890740002,1.410333453890166,1955,Woman,High school graduate,White,No,Yes,Democrat,Strong Democrat,Pennsylvania,selected,not selected,not selected,Poor,Democrat,Democrat,Not sure,Not sure,Not sure,Support,Democrat,Not sure,Strongly approve,Somewhat approve,Somewhat disapprove,Strongly approve,Not sure,Not sure,Oppose,Support,Support,Middle of the Road,Not sure,Not sure,Not sure,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Not sure,Not sure,,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree
1890711478,1.035012656893437,1955,Man,High school graduate,White,No,Yes,Republican,Strong Republican,Pennsylvania,,,,Good,Democrat,Democrat,Democrats,Republicans,Not sure,Oppose,Democrat,Republican,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Somewhat disapprove,Strongly approve,Support,Support,Support,Very Conservative,Very Liberal,Very Liberal,Very Liberal,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,White,White,,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree
1889619176,1.000647403703705,1949,Woman,High school graduate,White,No,Yes,Republican,Strong Republican,Pennsylvania,,,,Good,Democrat,Democrat,Republicans,Democrats,Republicans,Oppose,Democrat,Democrat,Strongly disapprove,Somewhat approve,Strongly approve,Strongly disapprove,Somewhat approve,Not sure,Oppose,Support,Support,Very Conservative,Very Liberal,Very Liberal,Very Liberal,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,White,White,,Strongly disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly disagree
1888373956,1.008192963092731,1964,Man,High school graduate,White,No,Yes,Democrat,Strong Democrat,Pennsylvania,selected,not selected,selected,Good,Democrat,Democrat,Democrats,Republicans,Republicans,Support,Democrat,Republican,Somewhat approve,Somewhat disapprove,Strongly disapprove,Somewhat approve,Not sure,Somewhat disapprove,Oppose,Support,Support,Middle of the Road,Middle of the Road,Somewhat Liberal,Middle of the Road,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Not sure,White,,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
1889501092,1.308646349491572,1946,Woman,Some college,White,No,Yes,Republican,Strong Republican,Virginia,not selected,selected,not selected,Very good,Republican,Not sure,Not sure,Not sure,Not sure,Support,Democrat,Republican,Strongly disapprove,Not sure,Strongly approve,Strongly approve,Somewhat approve,Strongly approve,Support,Support,Support,Very Conservative,Conservative,Liberal,Very Liberal,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Not sure,White,,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat disagree
1890754834,0.03726858116380084,1995,Woman,2-year,White,No,Yes,Democrat,Strong Democrat,Alabama,,,,Very good,Republican,Republican,Not sure,Not sure,Not sure,Support,Republican,Republican,Somewhat approve,Not sure,Somewhat disapprove,Somewhat approve,Not sure,Strongly disapprove,Oppose,Support,Support,Very Liberal,Conservative,Liberal,Liberal,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Support,Support,Support,,,,,,,,,
1886680376,1.010903815473569,1954,Man,High school graduate,White,No,Yes,Independent,Lean Democrat,Pennsylvania,,,,Fair,Democrat,Democrat,Republicans,Democrats,Republicans,Oppose,Democrat,Republican,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove,Strongly disapprove,Oppose,Support,Oppose,Middle of the Road,Somewhat Liberal,Somewhat Liberal,Somewhat Liberal,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Not sure,White,,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree
1890789576,0.02567089711215733,1997,Woman,4-year,Other,No,Yes,Democrat,Strong Democrat,Pennsylvania,,,,Very good,Democrat,Democrat,Republicans,Democrats,Republicans,Support,Democrat,Democrat,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat approve,Somewhat approve,Support,Support,Oppose,Very Liberal,Middle of the Road,Somewhat Liberal,Somewhat Liberal,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,,,,,,,,,
1890790310,1.208456063757832,1987,Woman,4-year,White,No,Yes,Republican,Strong Republican,Pennsylvania,,,,Good,Democrat,Democrat,Republicans,Republicans,Republicans,Oppose,Democrat,Republican,Strongly disapprove,Not sure,Somewhat approve,Strongly disapprove,Not sure,Somewhat approve,Oppose,Support,Support,Conservative,Very Liberal,Very Liberal,Very Liberal,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,Not sure,White,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree
1890657452,0.2453118794640977,1989,Woman,Post-grad,White,No,Yes,Independent,Lean Democrat,Pennsylvania,not selected,not selected,not selected,Fair,Democrat,Democrat,Republicans,Neither,Not sure,Support,Democrat,Republican,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Oppose,Support,Oppose,Very Liberal,Conservative,Conservative,Conservative,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,White,White,,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree
1889795620,0.008373362742808609,1960,Woman,High school graduate,White,No,Yes,Democrat,Strong Democrat,Pennsylvania,,,,Poor,Democrat,Democrat,Not sure,Not sure,Not sure,Support,Democrat,Democrat,Strongly approve,Not sure,Not sure,Not sure,Not sure,Somewhat approve,Oppose,Support,Support,Very Liberal,Not sure,Very Liberal,Liberal,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,White,White,,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree
1890808156,0.1161540793620487,1974,Man,High school graduate,White,Yes,Yes,Republican,Strong Republican,Pennsylvania,,,,Good,Republican,Democrat,Republicans,Republicans,Republicans,Oppose,Republican,Republican,Strongly disapprove,Somewhat disapprove,Somewhat approve,Strongly disapprove,Somewhat disapprove,Somewhat approve,Support,Support,Support,Conservative,Very Conservative,Very Liberal,Very Liberal,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Support,Oppose,,,,,,,,,
1890210746,2.220830927828553,1986,Man,High school graduate,White,No,Yes,Independent,Independent,North Dakota,,,,Good,Not sure,Not sure,Not sure,Not sure,Not sure,Oppose,Not sure,Not sure,Strongly disapprove,Not sure,Not sure,Not sure,Not sure,Not sure,Support,Support,Oppose,Not sure,Not sure,Not sure,Not sure,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Support,Oppose,Not sure,White,White,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
1890196780,0.3633921603735513,1988,Non-binary,High school graduate,Two or more races,Yes,No,Independent,Lean Democrat,Pennsylvania,,,,Very good,Not sure,Not sure,Not sure,Not sure,Not sure,Oppose,Democrat,Not sure,Strongly approve,Somewhat approve,Strongly disapprove,Not sure,Not sure,Not sure,Oppose,Support,Oppose,Liberal,Not sure,Middle of the Road,Liberal,Support,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,,,,,,,,,
1890809046,0.03942273632387485,1954,Man,Some college,White,No,Yes,Republican,Strong Republican,Alabama,,,,Very good,Republican,Republican,Republicans,Democrats,Republicans,Support,Republican,Republican,Strongly disapprove,Somewhat approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Support,Support,Support,Very Conservative,Very Conservative,Liberal,Very Liberal,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Support,Support,,White,,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree
1890822398,0.721712317075634,1988,Woman,Post-grad,White,No,Yes,Democrat,Strong Democrat,Pennsylvania,,,,Good,Democrat,Democrat,Republicans,Democrats,Republicans,Support,Democrat,Democrat,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Somewhat approve,Not sure,Strongly approve,Oppose,Support,Oppose,Liberal,Middle of the Road,Middle of the Road,Middle of the Road,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Black,Black,,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree
1890808818,0.8195420332960847,1984,Woman,Post-grad,White,No,Yes,Other,Lean Democrat,Pennsylvania,not selected,not selected,not selected,Very good,Democrat,Democrat,Not sure,Democrats,Not sure,Support,Democrat,Democrat,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Strongly approve,Oppose,Support,Oppose,Not sure,Somewhat Liberal,Somewhat Liberal,Somewhat Liberal,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Black,Not sure,,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree
1890687700,0.8905474609807524,1984,Woman,Some college,Black,No,Yes,Independent,Lean Democrat,Virginia,,,,Good,Republican,Not sure,Not sure,Republicans,Republicans,Support,Democrat,Not sure,Somewhat approve,Somewhat approve,Somewhat approve,Strongly disapprove,Not sure,Not sure,Oppose,Support,Oppose,Not sure,Not sure,Not sure,Not sure,Support,Support,Support,Oppose,Oppose,Oppose,,Support,Support,Support,Black,White,,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly agree
1889634798,1.273020415248074,1966,Woman,4-year,White,No,Yes,Republican,Strong Republican,Pennsylvania,,,,Good,Democrat,Democrat,Not sure,Not sure,Not sure,Oppose,Democrat,Never Heard of Person,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Not sure,Not sure,Support,Support,Support,Not sure,Very Liberal,Very Liberal,Very Liberal,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Oppose,White,White,,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat disagree
1890822294,1.223755754662637,1982,Man,4-year,White,No,Yes,Democrat,Strong Democrat,Pennsylvania,,,,Good,Democrat,Democrat,Republicans,Democrats,Republicans,Support,Democrat,Democrat,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove,Strongly approve,Oppose,Support,Oppose,Liberal,Middle of the Road,Somewhat Conservative,Middle of the Road,Support,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,White,Not sure,,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree
1891911342,9.68062902015828,2002,Man,High school graduate,White,No,No,Not sure,Lean Democrat,Alabama,,,,Fair,Republican,Republican,Republicans,Not sure,Republicans,Oppose,Not sure,Never Heard of Person,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Not sure,Oppose,Support,Oppose,Not sure,Not sure,Not sure,Not sure,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Support,Support,,,,,,,,,
1890822768,0.0627029889071239,1999,Woman,Post-grad,White,No,Yes,Independent,Lean Democrat,Pennsylvania,,,,Excellent,Democrat,Not sure,Not sure,Not sure,Democrats,Support,Republican,Not sure,Strongly approve,Somewhat disapprove,Strongly disapprove,Strongly approve,Not sure,Not sure,Oppose,Support,Oppose,Liberal,Somewhat Liberal,Somewhat Liberal,Somewhat Liberal,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,,,,,,,,,
1890778066,1.139944721154946,1992,Woman,No HS,White,No,No,Independent,Independent,Pennsylvania,,,,Fair,Not sure,Not sure,Not sure,Not sure,Republicans,Oppose,Not sure,Not sure,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove,Not sure,Support,Support,Support,Middle of the Road,Not sure,Very Liberal,Very Liberal,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,White,White,,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree
1889726448,0.4416287684058641,1972,Woman,Some college,White,No,Yes,Democrat,Not very strong Democrat,North Dakota,,,,Poor,Republican,Republican,Republicans,Democrats,Democrats,Oppose,Republican,Republican,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Support,Support,Oppose,Middle of the Road,Somewhat Liberal,Very Liberal,Liberal,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,White,White,White,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree
1887634668,0.8060765771490302,1984,Woman,4-year,White,No,Yes,Independent,Independent,Virginia,,,,Good,Republican,Never Heard of Person,Democrats,Democrats,Democrats,Support,Democrat,Democrat,Somewhat approve,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat approve,Not sure,Oppose,Support,Oppose,Middle of the Road,Not sure,Somewhat Liberal,Somewhat Liberal,Support,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,White,White,,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree
